text,yearbook_source,section,group,row_id,is_title,is_empty,actual_label,original_index,label,label_type
"Hubei, 13.0, 12.0, 103.0, 38.0, 24.0, 38.0, 2.0, 1233.0, 742.0, 194.0, 297.0",2012,General Survey,B0101e,32,no,no,table_data,31.0,table_data,actual
"Hunan, 14.0, 13.0, 122.0, 35.0, 16.0, 64.0, 7.0, 2426.0, 1121.0, 1038.0, 267.0",2012,General Survey,B0101e,33,no,no,table_data,32.0,table_data,actual
"Guangdong, 21.0, 21.0, 121.0, 54.0, 23.0, 41.0, 3.0, 1585.0, 1132.0, 11.0, 442.0",2012,General Survey,B0101e,34,no,no,table_data,33.0,table_data,actual
"Guangxi, 14.0, 14.0, 109.0, 34.0, 7.0, 56.0, 12.0, 1235.0, 702.0, 424.0, 109.0",2012,General Survey,B0101e,35,no,no,table_data,34.0,table_data,actual
"Hainan, 2.0, 2.0, 20.0, 4.0, 6.0, 4.0, 6.0, 222.0, 183.0, 21.0, 18.0",2012,General Survey,B0101e,36,no,no,table_data,35.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,37,no,yes,empty,36.0,empty,actual
"Chongqing, EMPTY, EMPTY, 38.0, 19.0, EMPTY, 15.0, 4.0, 1012.0, 598.0, 225.0, 189.0",2012,General Survey,B0101e,38,no,no,table_data,37.0,table_data,actual
"Sichuan, 21.0, 18.0, 181.0, 44.0, 14.0, 119.0, 4.0, 4672.0, 1816.0, 2579.0, 277.0",2012,General Survey,B0101e,39,no,no,table_data,38.0,table_data,actual
"Guizhou, 9.0, 6.0, 88.0, 13.0, 7.0, 56.0, 11.0, 1558.0, 694.0, 751.0, 113.0",2012,General Survey,B0101e,40,no,no,table_data,39.0,table_data,actual
"Yunnan, 16.0, 8.0, 129.0, 13.0, 11.0, 76.0, 29.0, 1362.0, 577.0, 667.0, 118.0",2012,General Survey,B0101e,41,no,no,table_data,40.0,table_data,actual
"Tibet, 7.0, 1.0, 73.0, 1.0, 1.0, 71.0, EMPTY, 692.0, 140.0, 542.0, 10.0",2012,General Survey,B0101e,42,no,no,table_data,41.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,43,no,yes,empty,42.0,empty,actual
"Shaanxi, 10.0, 10.0, 107.0, 24.0, 3.0, 80.0, EMPTY, 1418.0, 1137.0, 82.0, 199.0",2012,General Survey,B0101e,44,no,no,table_data,43.0,table_data,actual
"Gansu, 14.0, 12.0, 86.0, 17.0, 4.0, 58.0, 7.0, 1353.0, 468.0, 759.0, 126.0",2012,General Survey,B0101e,45,no,no,table_data,44.0,table_data,actual
"Qinghai, 8.0, 1.0, 43.0, 4.0, 2.0, 30.0, 7.0, 396.0, 137.0, 229.0, 30.0",2012,General Survey,B0101e,46,no,no,table_data,45.0,table_data,actual
"Ningxia, 5.0, 5.0, 22.0, 9.0, 2.0, 11.0, EMPTY, 237.0, 101.0, 92.0, 44.0",2012,General Survey,B0101e,47,no,no,table_data,46.0,table_data,actual
"Xinjiang, 14.0, 2.0, 99.0, 11.0, 20.0, 62.0, 6.0, 1020.0, 242.0, 615.0, 162.0",2012,General Survey,B0101e,48,no,no,table_data,47.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,49,no,yes,empty,48.0,empty,actual
"Hong Kong, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,50,no,no,table_data,49.0,table_data,actual
"Special Admi-, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,51,no,no,table_data,50.0,table_data,actual
"nistrative Region, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,52,no,no,table_data,51.0,table_data,actual
"Macao Special, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,53,no,no,table_data,52.0,table_data,actual
"Administrative, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,54,no,no,table_data,53.0,table_data,actual
"Region, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,55,no,no,table_data,54.0,table_data,actual
"Taiwan, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0101e,56,no,no,table_data,55.0,table_data,actual
"1-2 Principal Aggregate Indicators on National Economic and Social Development and Growth Rates, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,1,yes,no,title,56.0,title,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,2,no,yes,empty,57.0,empty,actual
"Item, Aggregate Data, EMPTY, EMPTY, EMPTY, EMPTY, Index %, EMPTY, EMPTY, EMPTY, Average Annual Growth Rate %, EMPTY, EMPTY",2012,General Survey,B0102e,3,no,no,header,58.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 2011 as Percentage of the Following Years, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,4,no,no,header,59.0,header,actual
"EMPTY, 1978.0, 1990.0, 2000.0, 2010.0, 2011.0, 1978.0, 1990.0, 2000.0, 2010.0, 1979-, 1991-, 2001-",2012,General Survey,B0102e,5,no,no,header,60.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, 2011.0, 2011.0, 2011.0",2012,General Survey,B0102e,6,no,no,header,61.0,header,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,7,no,yes,empty,62.0,empty,actual
"Population and Employment, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,8,no,no,table_data,63.0,table_data,actual
"Population 10 000 persons, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,9,no,no,table_data,64.0,table_data,actual
"Population at Year-end, 96259.0, 114333.0, 126743.0, 134091.0, 134735.0, 139.97132735640304, 117.84436689319794, 106.30567368612074, 100.48027086083331, 1.0242015591885831, 0.7849439117341603, 0.557443166374",2012,General Survey,B0102e,10,no,no,table_data,65.0,table_data,actual
"Male, 49567.0, 58904.0, 65437.0, 68748.4557, 69068.0, 139.34270784998085, 117.25519489338585, 105.54884851078137, 100.46480214973033, 1.010422876728569, 0.7608922148509123, 0.4921496322326675",2012,General Survey,B0102e,11,no,no,table_data,66.0,table_data,actual
"Female, 46692.0, 55429.0, 61306.0, 65342.544299999994, 65667.0, 140.6386533024929, 118.47047574374426, 107.11349623201644, 100.49654586223392, 1.0387631390311043, 0.8103782833669868, 0.6266717748375044",2012,General Survey,B0102e,12,no,no,table_data,67.0,table_data,actual
"Urban, 17245.0, 30195.0, 45906.0, 66978.0, 69079.0, 400.5740794433169, 228.77628746481204, 150.47924018646802, 103.13685090626774, 4.2949106703974, 4.0195115031680615, 3.7849153472078854",2012,General Survey,B0102e,13,no,no,table_data,68.0,table_data,actual
"Rural, 79014.0, 84138.0, 80837.0, 67113.0, 65656.0, 83.0941352165439, 78.03370652974874, 81.22023330900454, 97.8290346132642, -0.5596284001699701, -1.1741444764272018, -1.873195218780836",2012,General Survey,B0102e,14,no,no,table_data,69.0,table_data,actual
"Employment 10 000 persons, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,15,no,no,table_data,70.0,table_data,actual
"Employment, 40152.0, 64749.0, 72085.0, 76105.0, 76420.0, 190.32675831839012, 118.02498880291587, 106.01373378650206, 100.41390184613364, 1.9693597504895735, 0.7922944846509665, 0.5323068704035165",2012,General Survey,B0102e,16,no,no,table_data,71.0,table_data,actual
"Registrated Unemployment in Urban Areas, 530.0, 383.0, 595.0, 908.0, 922.0, 173.9622641509434, 240.73107049608353, 154.95798319327733, 101.54185022026432, 1.6919362919216212, 4.272118565948006, 4.062002222550575",2012,General Survey,B0102e,17,no,no,table_data,72.0,table_data,actual
"EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,18,no,yes,empty,73.0,empty,actual
"Macro Economy, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,19,no,no,table_data,74.0,table_data,actual
"National Accounting 100 million yuan, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,20,no,no,table_data,75.0,table_data,actual
"Gross National Income, 3645.2174740458895, 18718.32237610586, 98000.4543084772, 399759.5394478548, 472115.0431129719, 2246.7373828393024, 795.4, 299.3, 109.59594864161373, 9.889483126146573, 10.378543290607212, 10.479929592104867",2012,General Survey,B0102e,21,no,no,table_data,76.0,table_data,actual
"Gross Domestic Product, 3645.2174740458895, 18667.82237610586, 99214.5543084772, 401512.79520725785, 472881.55777212663, 2250.3851317605436, 798.8, 296.1, 109.2945446136282, 9.894885357449496, 10.401272029260596, 10.372611864983298",2012,General Survey,B0102e,22,no,no,table_data,77.0,table_data,actual
"Primary Industry, 1027.5345425553119, 5062.0, 14944.72250317174, 40533.6, 47486.21059154828, 436.7515083897664, 229.1, 157.7, 104.25044804475772, 4.568539627244931, 4.025778888334045, 4.226387243354395",2012,General Survey,B0102e,23,no,no,table_data,78.0,table_data,actual
"Secondary Industry, 1745.2, 7717.4, 45555.87795896807, 187383.21125447945, 220412.81430633468, 3527.395379794469, 1159.9, 326.1, 110.28475491563594, 11.401887635569267, 12.379292053410623, 11.343507878064102",2012,General Survey,B0102e,24,no,no,table_data,79.0,table_data,actual
"Tertiary Industry, 872.4829314905776, 5888.422376105862, 38713.9538463374, 173595.9839527784, 204982.5328742437, 3027.687442245089, 836.1, 316.7, 109.40345615666038, 10.887387773166665, 10.640962367783075, 11.047893340501574",2012,General Survey,B0102e,25,no,no,table_data,80.0,table_data,actual
"Gross Domestic Product by Expenditure Approach, 3605.6, 19347.8, 98749.0, 402816.5, 465731.3, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,26,no,no,table_data,81.0,table_data,actual
"Final Consumption Expenditure, 2239.1, 12090.5, 61516.0, 194114.95506736118, 228561.32621744773, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,27,no,no,table_data,82.0,table_data,actual
"Household Consumption Expenditures, 1759.1, 9450.9, 45854.6, 140758.64687988264, 164945.22838238685, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,28,no,no,table_data,83.0,table_data,actual
"Government Consumption Expenditure, 480.0, 2639.6, 15661.4, 53356.30818747855, 63616.09783506087, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,29,no,no,table_data,84.0,table_data,actual
"Gross Capital Formation, 1377.9, 6747.0, 34842.8, 193603.91114298758, 225006.66692820995, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,30,no,no,table_data,85.0,table_data,actual
"Gross Fixed Capital Formation, 1073.9, 4827.8, 33844.4, 183615.16222999996, 213043.13253299997, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,31,no,no,table_data,86.0,table_data,actual
"Changes in Inventories, 304.0, 1919.2, 998.4, 9988.748912987614, 11963.534395209994, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,32,no,no,table_data,87.0,table_data,actual
"Net Export of Goods and Services, -11.4, 510.3, 2390.2, 15097.6, 12163.3, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,33,no,no,table_data,88.0,table_data,actual
"Investment in Fixed Assets, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,34,no,no,table_data,89.0,table_data,actual
"Total Investment in Fixed Assets 100 million yuan, EMPTY, 4517.0, 32917.7, 251683.7688, 311485.1254, EMPTY, 6895.840721717954, 946.2542200700536, 123.8, EMPTY, 22.442393001081285, 22.625009055647325",2012,General Survey,B0102e,35,no,no,table_data,90.0,table_data,actual
"Urban, EMPTY, 3274.4, 26221.8, 243797.7939, 302396.0592000001, EMPTY, 9235.159394087468, 1153.2238793675494, 124.035601127726, EMPTY, 23.862799174359026, 24.431185674606667",2012,General Survey,B0102e,36,no,no,table_data,91.0,table_data,actual
"Real Estate Development, EMPTY, 253.25, 4984.1, 48259.403, 61796.8858, EMPTY, 24401.53437314906, 1239.880536104813, 128.051492472876, EMPTY, 30.851884903379585, 25.597327458802383",2012,General Survey,B0102e,37,no,no,table_data,92.0,table_data,actual
"Floor Space of Buildings under Construction 10 000 sq.m, EMPTY, 137171.0, 265293.53, 885173.4325000001, 1035518.8751, EMPTY, 754.9109324128277, 390.3294871533429, 116.98485710030613, EMPTY, 10.104370393183444, 13.179165478842393",2012,General Survey,B0102e,38,no,no,table_data,93.0,table_data,actual
"Floor Space of Buildings Completed 10 000 sq.m, EMPTY, 107952.0, 181974.44, 304306.1202, 329073.2587, EMPTY, 304.8329430672892, 180.83487917314102, 108.13888938011573, EMPTY, 5.4509669972180745, 5.533244670470779",2012,General Survey,B0102e,39,no,no,table_data,94.0,table_data,actual
"Consumption , EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,40,no,no,table_data,95.0,table_data,actual
"Total Retail Sales of Consumer Goods 100 million yuan, 1558.6, 8300.1, 39105.7, 156998.4266158, 183918.6, 11800.243808546133, 2215.860049878917, 470.31148911795475, 117.14677908847962, 15.553891340724533, 15.897333524827118, 15.113421493376265",2012,General Survey,B0102e,41,no,no,table_data,96.0,table_data,actual
"Foreign Trade , EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,42,no,no,table_data,97.0,table_data,actual
"Total Value of Imports and Exports USD 100 million, 206.4, 1154.4, 4742.9, 29739.98321, 36418.6, 17644.69504140019, 3154.768760000866, 767.8561758723566, 122.45686323455729, 16.971273135733284, 17.863519752098384, 20.35939311480304",2012,General Survey,B0102e,43,no,no,table_data,98.0,table_data,actual
"Exports , 97.5, 620.9, 2492.0, 15777.54315, 18983.81464042, 19470.57911837949, 3057.4673281397972, 761.7903146235956, 120.32174122382293, 17.320827422042044, 17.68781925127243, 20.272644126661362",2012,General Survey,B0102e,44,no,no,table_data,99.0,table_data,actual
"Imports , 108.9, 533.5, 2250.9, 13962.44006, 17434.83592503, 16009.950344380166, 3268.010482667292, 774.5717679608157, 124.86954894780762, 16.627159008628652, 18.06161921717988, 20.454710337294046",2012,General Survey,B0102e,45,no,no,table_data,100.0,table_data,actual
"Actually Utilization of Foreign Capital USD 100 million , EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,46,no,no,table_data,101.0,table_data,actual
"Foreign Direct Investments , EMPTY, 34.87, 407.15, 1057.35, 1160.11, EMPTY, 3326.957269859478, 284.93429939825614, 109.71863621317443, EMPTY, 18.162164877398283, 9.986765410520576",2012,General Survey,B0102e,47,no,no,table_data,102.0,table_data,actual
"Other Foreign Investments , EMPTY, 2.68, 86.41, 30.86, 16.87, EMPTY, 629.4776119402985, 19.523203332947578, 54.66623460790668, EMPTY, 9.155765688493915, -13.800520503748288",2012,General Survey,B0102e,48,no,no,table_data,103.0,table_data,actual
"Government Finance 100 million yuan, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,49,no,no,table_data,104.0,table_data,actual
"Government Revenue, 1132.26, 2937.1, 13395.23, 83101.51, 103874.43, 9174.079275078162, 3536.6323924959993, 775.4583534586566, 124.99704277335033, 14.675750366395619, 18.506556049853515, 20.46723783158461",2012,General Survey,B0102e,50,no,no,table_data,105.0,table_data,actual
"Central Government, 175.77, 992.42, 6989.17, 42488.47, 51327.32, 29201.410934744268, 5171.9352693416095, 734.3836249511744, 120.80293783231073, 18.77067020821714, 20.670893278406098, 19.8726955508086",2012,General Survey,B0102e,51,no,no,table_data,106.0,table_data,actual
"Local Governments, 956.49, 1944.68, 6406.06, 40613.04, 52547.11, 5493.743792407657, 2702.0954604356502, 820.2718987958276, 129.38482319964228, 12.907628311916312, 16.997403389046028, 21.08408820737897",2012,General Survey,B0102e,52,no,no,table_data,107.0,table_data,actual
"Government Expenditure, 1122.09, 3083.59, 15886.5, 89874.16, 109247.79, 9736.098708659734, 3542.876647025058, 687.676895477292, 121.55639618773625, 14.882556107951686, 18.51651122461672, 19.158727730505817",2012,General Survey,B0102e,53,no,no,table_data,108.0,table_data,actual
"Central Government, 532.12, 1004.47, 5519.85, 15989.73, 16514.11, 3103.4559873712697, 1644.0620426692683, 299.1767892243449, 103.27948001623544, 10.970474269474792, 14.26174881324664, 10.475550022903903",2012,General Survey,B0102e,54,no,no,table_data,109.0,table_data,actual
"Local Governments, 589.97, 2079.12, 10366.65, 73884.43, 92733.68, 15718.372120616299, 4460.237023356035, 894.538544274187, 125.51180268968713, 16.5622186004976, 19.82318359032685, 22.041912646604487",2012,General Survey,B0102e,55,no,no,table_data,110.0,table_data,actual
"Price Indices preceding year100, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,56,no,no,table_data,111.0,table_data,actual
"Consumer Price Index, 100.7, 103.1, 100.4, 103.3, 105.4, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,57,no,no,table_data,112.0,table_data,actual
"Retail Price Index, 100.7, 102.1, 98.5, 103.1, 104.9, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,58,no,no,table_data,113.0,table_data,actual
"Price Indices for Farm Products, 103.9, 97.4, 96.4, 110.9, 116.45, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,59,no,no,table_data,114.0,table_data,actual
"Producer Price Indices for Industrial Products, 100.1, 104.1, 102.8, 105.5, 106.0, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,60,no,no,table_data,115.0,table_data,actual
"Purchasing Price Indices for Industrial Producers, EMPTY, 105.6, 105.1, 109.6, 109.1, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,61,no,no,table_data,116.0,table_data,actual
"Investment in Fixed Assets Price Indices, EMPTY, EMPTY, 101.1, 103.6, 106.6, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,62,no,no,table_data,117.0,table_data,actual
"Production and Consumption of Energy 10 000 tons of SCE, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY, EMPTY",2012,General Survey,B0102e,63,no,no,table_data,118.0,table_data,actual
"Total Energy Production, 62770.0, 103922.0, 135048.0, 296916.0, 317987.0, 506.5907280548032, 305.9862204345567, 235.46220603044844, 107.09661991943848, 5.039646037756529, 5.469930647881127, 8.09634731765052",2012,General Survey,B0102e,64,no,no,table_data,119.0,table_data,actual
"Total Energy Consumption, 57144.0, 98703.0, 145531.0, 324939.0, 348002.0, 608.9913201735965, 352.5748964063909, 239.12568456205204, 107.09763986471307, 5.62727940981127, 6.184124319885864, 8.24817073519364",2012,General Survey,B0102e,65,no,no,table_data,120.0,table_data,actual
